TIMESTAMP,FLOOR,AREA,OAC,ZONE,BAY,JOB,COMMENT
2023-02-23 12:00,F4 2F,DIFF(Fur),201-6,공조 9(2F),DP2(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,DIFF(Fur),201-7,공조 10(2F),DP5(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,DIFF(Imp),201-7,공조 11(2F),DP6(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP3(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP4(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP6(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ETCH,201-8,공조 12(2F),EP9(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4B(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4F(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8B(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8F(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP1(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP2(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,PHOTO,201-4,공조 5(2F),PP3(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ThinFilm,201-5,공조 6(2F),CP3(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),AMCs 분석기 PM,
2023-02-23 12:00,F4 2F,ThinFilm,201-5,공조 8(2F),CP1(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,DIFF(Fur),201-6,공조 9(2F),DP2(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,DIFF(Fur),201-7,공조 10(2F),DP5(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,DIFF(Imp),201-7,공조 11(2F),DP6(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP3(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP4(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP6(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ETCH,201-8,공조 12(2F),EP9(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4B(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4F(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8B(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8F(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP1(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP2(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,PHOTO,201-4,공조 5(2F),PP3(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ThinFilm,201-5,공조 6(2F),CP3(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),AMCs 분석기 PM,
2023-03-23 12:00,F4 2F,ThinFilm,201-5,공조 8(2F),CP1(2F),AMCs 분석기 PM,
2023-04-01 6:48,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),Chemical Filter 교체,최초 설치 50T
2023-04-01 20:01,F4 2F,ThinFilm,201-5,공조 6(2F),CP3(2F),Chemical Filter 교체,50T 교체 (22/01/14 최초 설치)
2023-04-06 8:57,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8F(2F),Chemical Filter 교체,200T 교체
2023-04-06 22:09,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8B(2F),Chemical Filter 교체,200T 교체
2023-04-17 5:44,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),Chemical Filter 교체,최초 설치
2023-04-17 10:18,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),Chemical Filter 교체,최초 설치
2023-04-20 8:53,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Chemical Filter 교체,긴급 교체 (22/01/28 최초 설치)
2023-04-20 12:00,F4 2F,DIFF(Fur),201-6,공조 9(2F),DP2(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,DIFF(Fur),201-7,공조 10(2F),DP5(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,DIFF(Imp),201-7,공조 11(2F),DP6(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP3(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP4(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP6(2F),AMCs 분석기 PM,830 Mini V/P
2023-04-20 12:00,F4 2F,ETCH,201-8,공조 12(2F),EP9(2F),AMCs 분석기 PM,830 Mini V/P
2023-04-20 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4B(2F),AMCs 분석기 PM,830 Mini V/P
2023-04-20 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4F(2F),AMCs 분석기 PM,830 Mini V/P
2023-04-20 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8B(2F),AMCs 분석기 PM,830 Mini V/P
2023-04-20 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8F(2F),AMCs 분석기 PM,830 Mini V/P
2023-04-20 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP1(2F),AMCs 분석기 PM,830 Mini V/P
2023-04-20 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP2(2F),AMCs 분석기 PM,830 Mini V/P
2023-04-20 12:00,F4 2F,PHOTO,201-4,공조 5(2F),PP3(2F),AMCs 분석기 PM,830 Mini V/P
2023-04-20 12:00,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,ThinFilm,201-5,공조 6(2F),CP3(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),AMCs 분석기 PM,
2023-04-20 12:00,F4 2F,ThinFilm,201-5,공조 8(2F),CP1(2F),AMCs 분석기 PM,
2023-05-21 9:09,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Chemical Filter 교체,50T → 80T로 교체
2023-05-25 12:00,F4 2F,DIFF(Fur),201-6,공조 9(2F),DP2(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,DIFF(Fur),201-7,공조 10(2F),DP5(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,DIFF(Imp),201-7,공조 11(2F),DP6(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP3(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP4(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP6(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ETCH,201-8,공조 12(2F),EP9(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4B(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4F(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8B(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8F(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP1(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP2(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,PHOTO,201-4,공조 5(2F),PP3(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ThinFilm,201-5,공조 6(2F),CP3(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),AMCs 분석기 PM,
2023-05-25 12:00,F4 2F,ThinFilm,201-5,공조 8(2F),CP1(2F),AMCs 분석기 PM,
2023-06-01 7:19,F4 2F,ETCH,201-2,공조 3(2F),EP6(2F),Ulpa Filter 교체,4장 (단순 파손교체)
2023-06-02 8:47,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Ulpa Filter 교체,10장
2023-06-16 16:03,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),5C01-2B Pump leak조치,Dry pump와 Booster pump사이의 leak발견 후 조치 (초음파로 발견)
2023-06-22 12:00,F4 2F,DIFF(Fur),201-6,공조 9(2F),DP2(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,DIFF(Fur),201-7,공조 10(2F),DP5(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,DIFF(Imp),201-7,공조 11(2F),DP6(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP3(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP4(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP6(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ETCH,201-8,공조 12(2F),EP9(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4B(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4F(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8B(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8F(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP1(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP2(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,PHOTO,201-4,공조 5(2F),PP3(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ThinFilm,201-5,공조 6(2F),CP3(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),AMCs 분석기 PM,
2023-06-22 12:00,F4 2F,ThinFilm,201-5,공조 8(2F),CP1(2F),AMCs 분석기 PM,
2023-06-23 14:01,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Ulpa Filter 교체,6장
2023-06-30 9:38,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),Ulpa Filter 교체,6장 교체
2023-07-05 8:35,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),Ulpa Filter 교체,5장
2023-07-05 9:35,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),Ulpa Filter 교체,5장 교체
2023-07-05 12:06,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Ulpa Filter 교체,5장
2023-07-06 6:40,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),Ulpa Filter 교체,5장
2023-07-11 15:09,F4 2F,ETCH,201-2,공조 2(2F),EP3(2F),Chemical Filter 교체,80T로 교체 (22/01/28 최초 설치)
2023-07-12 15:15,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Chemical Filter 교체,80T 교체
2023-07-12 20:46,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),Chemical Filter 교체,80T로 교체 (22/01/28 최초 설치)
2023-07-13 12:00,F4 2F,DIFF(Fur),201-6,공조 9(2F),DP2(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,DIFF(Fur),201-7,공조 10(2F),DP5(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,DIFF(Imp),201-7,공조 11(2F),DP6(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP3(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP4(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,ThinFilm,201-5,공조 6(2F),CP3(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),AMCs 분석기 PM,
2023-07-13 12:00,F4 2F,ThinFilm,201-5,공조 8(2F),CP1(2F),AMCs 분석기 PM,
2023-07-20 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP6(2F),AMCs 분석기 PM,
2023-07-20 12:00,F4 2F,ETCH,201-8,공조 12(2F),EP9(2F),AMCs 분석기 PM,
2023-07-20 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4B(2F),AMCs 분석기 PM,
2023-07-20 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4F(2F),AMCs 분석기 PM,
2023-07-20 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8B(2F),AMCs 분석기 PM,
2023-07-20 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8F(2F),AMCs 분석기 PM,
2023-07-20 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP1(2F),AMCs 분석기 PM,
2023-07-20 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP2(2F),AMCs 분석기 PM,
2023-07-20 12:00,F4 2F,PHOTO,201-4,공조 5(2F),PP3(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,DIFF(Fur),201-6,공조 9(2F),DP2(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,DIFF(Fur),201-7,공조 10(2F),DP5(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,DIFF(Imp),201-7,공조 11(2F),DP6(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,ETCH,201-2,공조 2(2F),EP3(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP4(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,ThinFilm,201-5,공조 6(2F),CP3(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),AMCs 분석기 PM,
2023-08-10 12:00,F4 2F,ThinFilm,201-5,공조 8(2F),CP1(2F),AMCs 분석기 PM,
2023-08-17 12:00,F4 2F,ETCH,201-2,공조 3(2F),EP6(2F),AMCs 분석기 PM,
2023-08-17 12:00,F4 2F,ETCH,201-8,공조 12(2F),EP9(2F),AMCs 분석기 PM,
2023-08-17 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4B(2F),AMCs 분석기 PM,
2023-08-17 12:00,F4 2F,OAC,201-4,"공조 4,5(2F)",OAC4F(2F),AMCs 분석기 PM,
2023-08-17 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8B(2F),AMCs 분석기 PM,
2023-08-17 12:00,F4 2F,OAC,201-8,"공조 11,12(2F)",OAC8F(2F),AMCs 분석기 PM,
2023-08-17 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP1(2F),AMCs 분석기 PM,
2023-08-17 12:00,F4 2F,PHOTO,201-3,공조 4(2F),PP2(2F),AMCs 분석기 PM,
2023-08-17 12:00,F4 2F,PHOTO,201-4,공조 5(2F),PP3(2F),AMCs 분석기 PM,
2023-08-18 8:05,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Chemical Filter 교체,"DFU102-2 (80T 30장, 09:50)"
2023-08-25 8:43,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Ulpa Filter 교체,5장 교체
2023-08-30 11:41,F4 2F,ETCH,201-2,공조 3(2F),EP4(2F),Chemical Filter 교체,2F DFU 103-1~4 50T 120장 신규 설치
2023-08-30 13:17,F4 2F,ETCH,201-2,공조 3(2F),EP6(2F),Chemical Filter 교체,2F DFU 103-1~4 50T 120장 신규 설치
2023-08-30 13:47,F4 2F,ETCH,201-8,공조 12(2F),EP9(2F),Chemical Filter 교체,2F DFU 112-1~2 50T 60장 교체 설치
2023-08-31 6:45,F4 2F,ThinFilm,201-5,공조 7(2F),CP2(2F),Chemical Filter 교체,"2F DFU 107-1,2 50T 30장 신규 설치"
2023-09-03 21:04,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Chemical Filter 교체,50T 30장 교체(마디)
2023-09-08 8:58,F4 2F,ETCH,201-2,공조 2(2F),EP2(2F),Chemical Filter 교체,50T 120장 교체(DFU 102-1~4 동시 교체)
2023-09-08 9:28,F4 2F,ETCH,201-2,공조 2(2F),EP3(2F),Chemical Filter 교체,50T 120장 교체(DFU 102-1~4 동시 교체)
2023-09-08 14:29,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),Chemical Filter 교체,50T 120장 교체(DFU 102-1~4 동시 교체)
2023-09-13 15:57,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),개선 Item,5E03-22D Chiller교체
2023-09-22 18:26,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),개선 Item,Chiller 교체
2023-09-23 5:59,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),Ulpa Filter 교체,5장 교체
2023-09-23 10:30,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),Ulpa Filter 교체,5장 교체
2023-10-06 17:10,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),개선 Item,5E05-10A Chiller교체
2023-10-11 13:08,F4 2F,ETCH,201-1,공조 2(2F),EP1(2F),개선 Item,5E03-25A Chiller교체
2023-10-12 4:41,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),Chemical Filter 교체,"90장 교체 CP4/5, EP0"
2023-10-12 4:41,F4 2F,ThinFilm,201-1,공조 1(2F),CP5(2F),Chemical Filter 교체,"90장 교체 CP4/5, EP0"
2023-10-12 6:42,F4 2F,ETCH,201-1,공조 1(2F),EP0(2F),Chemical Filter 교체,"90장 교체 CP4/5, EP0"
